(-139.0,48.0)
(-135.0,30.0)
(-132.0,10.0)
(-128.0,-10.0)
(-122.0,-38.0)
(-119.0,-53.0)
(-110.0,-78.0)
(-105.0,-90.0)
(-91.0,-105.0)
(-61.0,-124.0)
(-22.0,-143.0)
(4.0,-141.0)
(33.0,-130.0)
(52.0,-117.0)
(83.0,-94.0)
(100.0,-79.0)
(108.0,-69.0)
(125.0,-72.0)
(143.0,-60.0)
(160.0,-33.0)
(165.0,-11.0)
(165.0,6.0)
(157.0,13.0)
(143.0,12.0)
(132.0,-1.0)
(131.0,3.0)
