(-120.0,9.0)
(-118.0,2.0)
(-114.0,14.0)
(-107.0,23.0)
(-94.0,32.0)
(-78.0,33.0)
(-69.0,31.0)
(-60.0,24.0)
(-56.0,19.0)
(-51.0,10.0)
(-52.0,17.0)
(-47.0,13.0)
(-50.0,18.0)
(-47.0,20.0)
(-52.0,26.0)
(-60.0,33.0)
(-69.0,40.0)
(-79.0,42.0)
(-88.0,41.0)
(-94.0,39.0)
(-104.0,35.0)
(-108.0,27.0)
(-112.0,31.0)
(-111.0,23.0)
(-117.0,24.0)
(-115.0,21.0)
(-118.0,17.0)
(-120.0,11.0)
(-119.0,11.0)
(-119.0,1.0)
